"Cycle","ID","TransID","CRPFilerid","Recipcode","Pacshort","CRPRecipname","Expcode","Amount","Date","City","State","Zip","CmtelD_EF","Candid","Type","Descrip","PG","ElecOther","EntType","Source"
2002,288659,"D949","C00096156","PB","Honeywell International","Jim Ramstad Volunteer Committee","  ",1000,"06/20/2001","Minnetonka","MN","55305    ","         ","","","Contribution: Jim Ramstad (MN-3-R)","P2002","","CAN",""
2002,80943,"D687","N00006750","DW","Friends of Jane Harman","California Bank & Trust","01",3,"05/14/2001","Los Angeles","CA","90071    ","         ","","","Merchant Fees","O2002","O2000 General Debt","ORG","@W02"
2002,80957,"D855","N00006750","DW","Friends of Jane Harman","City National Bank","01",16,"03/31/2001","Los Angeles","CA","90045    ","         ","","001","Bank service charge","P2002","","ORG","@W02"
2002,297268,"01103115574217000033","C00121368","PB","Exxon Mobil","HASTERT FOR CONGRESS COMMITTEE","  ",2000,"10/31/2001","BATAVIA","IL","60510    ","         ","","15","PRIMARY","P2002","","CAN",""
2002,297278,"01103115574217000043","C00121368","PB","Exxon Mobil","OTTER FOR IDAHO","  ",1000,"10/02/2001","BOISE","ID","83707    ","         ","","15","PRIMARY","P2002","","CAN",""
2002,297286,"01103115574217000051","C00121368","PB","Exxon Mobil","PETE SESSIONS FOR CONGRESS","  ",2500,"10/02/2001","DALLAS","TX","75214    ","         ","","15","PRIMARY","P2002","","CAN",""
2002,90034,"SB21B.10534","C00085506","RP","Republican Party of Hawaii","CITY BANK","01",2266,"01/05/2001","Honolulu","HI","96813    ","         ","","","MORTGAGE Payment","P2002","","ORG","@W02"
2002,306128,"3887725","C00100404","PL","National Assn of Postmasters","Jim Davis For Congress","  ",1000,"06/22/2001","Tampa","FL","33606    ","         ","","011","YTD:$1,000.00 Jim Davis, U.S. HOUSE 11th","P2002","","CAN",""
2002,306138,"3886367","C00100404","PL","National Assn of Postmasters","Pickering For Congress","  ",500,"06/26/2001","Lavrol","MS","39441    ","         ","","011","YTD:$500.00 Charles W. (Chi Pickering, U","P2002","","CAN",""
2002,306147,"D4183","C00128512","PB","Bank One Corp","Bank One, N.A.","01",129,"10/01/2001","Columbus","OH","432711045","         ","","","Bank Charges","O2001","Other","","@W02"
2002,99128,"SB17.5034","N00007458","DW","Woolsey for Congress","NAT'L WOMENS' HISTORY PROJECT","99",600,"07/17/2001","SANTA ROSA","CA","95403    ","         ","","","EVENT TICKETS","     ","","ORG","@W02"
2002,99144,"SB21.4302","N00002982","RW","Mike Bilirakis for Congress","MOON LAKE ELEM SCHOOL","12",500,"04/16/2001","NEW PORT RICHEY","FL","34654    ","         ","","","DONATION","P2002","","IND","@W02"
2002,314727,"10000004398900044","C00027359","PL","Ironworkers Union","SCOTT PERRILLOUX CAMP COMM","  ",500,"04/25/2001","LIVINGSTON","LA","70754    ","         ","","011","SCOTT PERRILLOUX, DISTRICT ATTORNEY 000","P2002","","CAN",""
2002,314738,"SB23.7826","C00040998","PB","National Auto Dealers Assn","KEEP NICK RAHALL IN CONGRESS","  ",1000,"06/05/2001","BECKLEY","WV","25802    ","         ","","","NICK JOE RAHALL, U.S. HOUSE 3rd WV","P    ","","CAN",""
2002,314748,"SB23.11540","C00040998","PB","National Auto Dealers Assn","CITIZENS FOR JOHNSON","  ",1000,"10/29/2001","URBANA","IL","61801    ","         ","","","TIM JOHNSON, U.S. HOUSE 15th IL","P    ","","CAN",""
2002,108186,"SB21B.17746","C00156810","RP","Republican Party of Kentucky","U.S. Postmaster","01",340,"06/04/2001","Frankfort","KY","40601    ","         ","","","Postage","     ","","ORG","@W02"
2002,108199,"SB21B.17714","C00156810","RP","Republican Party of Kentucky","Bell Catherine","  ",112,"06/29/2001","Versailles","KY","40383    ","         ","","","Expendable Supplies","     ","","IND",""
2002,323231,"SB23.141","C00301929","PB","Collier Shannon Scott","VISCLOSKY FOR CONGRESS COMMITTEE","11",1000,"06/25/2001","MERRILLVILLE","IN","46411    ","         ","","","contribution","P2002","","CAN","@W02"
2002,323239,"Disb00000224CBC001","C00270967","PB","NE & Western Pennsylvania Blue Cross","People for English Committee","  ",1000,"09/20/2001","Erie","PA","165070940","         ","","","3122","G2001","","PAC",""
2002,323246,"Disb00000073CBC001","C00270967","PB","NE & Western Pennsylvania Blue Cross","BluePAC, The Blue Cross and Blue Shield Association Political Action Committee (C00194746)","  ",500,"04/03/2001","Washington","DC","20005    ","         ","","","2958","G2001","","PAC",""
2002,117410,"D00Fi02","N00013846","RW","Jeff Miller for Congress","Tuttle & Tuttle","01",223,"12/11/2001","Alexandria","VA","22304    ","         ","","","printing","P2002","","ORG","@W02"
2002,117427,"0828200149C10615IK","N00009668","RW","Rogers for Congress","Longfellow Doris","  ",352,"06/18/2001","Brighton","MI","48116    ","C00343863","","","","O2002","Other","IND",""
2002,331941,"072420019E1173","C00094573","PB","Alabama Farmers Federation","Charles Chip Pickering  for Congres","  ",1000,"06/20/2001","Laurel","MS","39441    ","C00094573","H6MS03046","","Contribution R-MS-House","P2002","","CAN",""
2002,331950,"SB23.4363","C00004879","PB","American Bus Assn","COMMITTEE TO RE-ELECT NYDIA M VELAZQUEZ TO CONGRESS","11",1000,"07/18/2001","GAITHERSBURG","MD","20878    ","         ","","","Contribution","G2001","","CCM","@W02"
2002,331962,"SB23.4560","C00004879","PB","American Bus Assn","PASCRELL FOR CONGRESS INC","11",300,"12/05/2001","PATERSON","NJ","07501    ","         ","","","Campaign Contribution","G2001","","PTY","@W02"
2002,126539,"0110200230E13428","N00005037","DW","Gephardt in Congress Cmte","Midwest Wholesale Refreshment","01",35,"10/17/2001","Maryland Heights","MO","63043    ","C00052076","","","Office supplies","     ","","","@W02"
2002,135671,"0116200217E6672","N00007584","RW","Wally Herger for Congress Cmte","Canyon Drive Self Storage","  ",32,"10/01/2001","Oroville","CA","959660000","C00202523","","","Mini-Storage Rent","     ","","",""
2002,135685,"0116200225E6818","N00007584","RW","Wally Herger for Congress Cmte","Misc. Expenses Under $200","99",66,"12/20/2001","","  ","         ","C00202523","","","Misc. Expenses","     ","","","@W02"
2002,144716,"SB17.4418","N00013796","RL","Draft Conger for Congress","Houston Interweb Design","  ",20,"07/10/2001","Houston","TX","77056    ","         ","","","Monthly fee for Web page","P2002","","ORG",""
2002,144727,"SB17.4460","N00013796","RL","Draft Conger for Congress","Royal Masset & Associates","  ",500,"11/01/2001","Austin","TX","78739    ","         ","","","Consulting fee Nov. 2001","P2002","","IND",""
2002,153686,"D686","N00003813","DW","Visclosky for Congress Cmte","Andrukitis, David L.  Inc.","  ",1354,"07/20/2001","Washington","DC","20003    ","         ","","","Stationery and Envelopes Printing","P2001","","ORG",""
2002,153697,"D723","N00003813","DW","Visclosky for Congress Cmte","MBNA","  ",1064,"07/15/2001","Willmington","DE","19886    ","         ","","","Credit Card Paymnet","P2001","","ORG",""
2002,162810,"SB17.6774","N00003532","RW","Bob Ney for Congress","AT&T BUSINESS SERVICE","01",17,"06/04/2001","LOUISVILLE","KY","40290    ","         ","","","TELEPHONE EXPENSE","     ","","ORG","@W02"
2002,162822,"SB17.6590","N00003532","RW","Bob Ney for Congress","BENNETT JOHN R.","01",1016,"02/12/2001","CAMBRIDGE","OH","43725    ","         ","","","MONTHLY SALARY","     ","","IND","@W02"
2002,171630,"D6618","N00004489","DW","Sabo for Congress Volunteer Cmte","Wells Fargo - Service Charge","01",36,"12/03/2001","Sioux Falls","SD","571175190","         ","","","Service Charge","P2002","","ORG","@W02"
2002,171640,"SB17.6281","N00002377","RW","Cass Ballenger for Congress Cmte","Ballenger T Cass","  ",232,"11/20/2001","Hickory","NC","28601    ","         ","","","reimburse Raleigh GOP Rally expenses","P2002","","IND",""
2002,340691,"D91","N00025288","DL","Feeley for Congress","Vallejo Kandy","01",965,"05/30/2002","Denver","CO","80221    ","         ","","","Salary","P2002","","IND","@W02"
2002,340701,"D751","N00025288","DL","Feeley for Congress","Colorado Dept of Revenue","01",78,"04/15/2002","Denver","CO","80203    ","         ","","","State tax","P2002","","ORG","@W02"
2002,340713,"SB17.8964","N00004856","DW","Lipinski for Congress Cmte","Santo Sport Store","  ",1815,"10/30/2002","Chicago Ridge","IL","604152107","         ","","","shirts/pumpkin parade","G2002","","ORG",""
2002,349904,"SB17.10112","N00013864","DL","Herrera for Congress","Laguna Productions","04",846,"10/29/2002","Las Vegas","NV","89109    ","C00367086","","","Video Production","G2002","","ORG","@W02"
2002,349918,"SB17.10312","N00013864","DL","Herrera for Congress","NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY AND MEDICARE - PAC","  ",1444,"11/01/2002","WASHINGTON","DC","20002    ","C00367086","","","In-kind - Endorsement Event","G2002","","PAC",""
2002,359102,"SB19A.6685","N00024871","DW","David Scott for Congress","SCOTT DAVID ALBERT","09",500,"07/01/2002","ATLANTA","GA","30307    ","         ","","","Loan Repayment","P2002","","CAN","@W02"
2002,359114,"SB17.5313","N00002856","DI","Carrie Meek for Congress","APCH Bishop's 50th Birthday","99",360,"10/08/2002","North Miami","FL","33179    ","         ","H2FL17023","","Event Tickets","G2002","","ORG","@W02"
2002,368305,"","N00024886","RL","Beth Rogers for Congress","Bell, McAndrews, Hiltachk & Davidian, LLP","01",3933,"10/03/2002","Santa Monica","CA","90401    ","         ","","001","Legal services","G2002","","ORG","@W02"
2002,377377,"SB20A.8630","N00013221","RC","Matson for Congress","Ambrose Leanne","10",500,"05/21/2002","Brush Prairie","WA","98606    ","         ","","22Y","General Election refund","P2002","","IND","@W02"
2002,377392,"SB20A.7486","N00013221","RC","Matson for Congress","Bassford Sara R.","10",500,"05/28/2002","Covington","WA","98042    ","         ","","22Y","Primary refund","P2002","","IND","@W02"
2002,386659,"0913200238E239","N00002519","DL","Darden for Congress","National Democratic Club","  ",4,"08/09/2002","Washington","DC","200034071","C00370353","","","CATERING","     ","","","@W02"
2002,386678,"D72","N00025284","DW","A Whole Lot of People for Grijalva","Grijalva Adelita","01",107,"05/09/2002","Tucson","AZ","85713    ","         ","","001","furniture","P2002","","IND","@W02"
2002,395937,"D5125","N00005724","DW","Max Sandlin for Congress Cmte","Olivares Jennifer","  ",875,"09/16/2002","Gilmer","TX","75644    ","         ","","","Admin. consulting fee","G2002","","IND",""
2002,395953,"D5253","N00005724","DW","Max Sandlin for Congress Cmte","Brannon Bill","99",1452,"08/30/2002","Sulphur Springs","TX","75482    ","         ","","","Expenses (see below)","G2002","","IND","@W02"
2002,405131,"0712200247E123","N00024760","RW","Gingrey for Congress","Bell South","01",876,"04/01/2002","Atlanta","GA","30374    ","C00370783","","","TELEPHONE","P2002","","IND","@W02"
2002,414331,"SB17-EX1464","N00013770","RW","Bill Shuster for Congress","AT/T Wireless Services","99",179,"09/20/2002","Maitland","FL","32794    ","         ","","24H","Operating Expenditure","G2002","General Election","ORG","@W02"
2002,414347,"SB17.7290","N00013871","RL","Woodcock for Congress","GOPHER HILL COMMUNICATIONS INC.","01",669,"08/02/2002","BANGOR","ME","04401    ","C00367342","","","RENT AND PHONE CHARGES","P2002","","ORG","@W02"
2002,423574,"SB17.4676","N00013097","RL","Campbell for Congress 2002","WVII - TV","04",1896,"01/04/2002","BANGOR","ME","04401    ","C00371724","","","ADVERTISING CAMPAIGN","P2002","","ORG","@W02"
2002,423589,"0412200220C12737IK","N00009668","RW","Rogers for Congress","Conservative Victory Fund","  ",478,"02/22/2002","Washington","DC","20003    ","C00343863","","","Fundraising Expense","     ","","PAC","@W02"
2002,432769,"D03Pg0X","N00000010","RW","Dan Burton for Congress Cmte","McNamara Florist","13",193,"02/27/2002","Indianapolis","IN","46230    ","         ","","","Flowers","P2002","","ORG","@W02"
2002,432781,"D053T08","N00000010","RW","Dan Burton for Congress Cmte","Rackspace Managed Host","01",150,"02/11/2002","San Antonio","TX","78205    ","         ","","","Website","P2002","","ORG","@W02"
2002,442004,"0801200230E3465","N00006134","DW","Diana Degette for Congress","Fraioli/Siggins, Inc.","3 ",2819,"07/24/2002","Washington","DC","20001    ","C00311639","","","Fundraising consultant","O2002","Other","","@W02"
2002,451216,"SB17.5125","N00025180","RL","Mike Greene for Congress","Mail Call","01",620,"05/01/2002","Columbia","TN","38401    ","         ","","","postage","P2002","","IND","@W02"
2002,460407,"SB20A.10018","N00009824","DW","Dave Wu for Congress","Wheeler John","10",1000,"05/20/2002","Portland","OR","97209    ","         ","","22Y","Contribution Refund","G1998","","IND","@W02"
2002,460422,"SB17.10137","N00009824","DW","Dave Wu for Congress","American Express","01",5,"06/17/2002","Phoenix","AZ","85072    ","         ","","","Credit Card Processing","     ","","ORG","@W02"
2002,469562,"070120021E1775","N00002356","DW","Cmte to Elect Mike McIntyre to Congress","InterStar Communications, Inc.","  ",19,"06/04/2002","Clinton","NC","28328    ","C00306829","","","internet connection","     ","","",""
2002,469578,"SB17.4860","N00013335","DL","Cmte to Elect Norman H Jackman to Cong","Holland Brian Mr.","01",150,"02/03/2002","Suffolk","VA","23438    ","         ","","","Salary","P2002","","IND","@W02"
2002,597963,"0014813","N00001422","RW","Friends of John Peterson","Vinopal Michael","01",564,"12/12/2002","Pleasantville","PA","16341    ","         ","","","Salaries","P2004","","IND","@W02"
2002,607067,"SB17.4746","N00025007","DL","Ron Daugherty for Congress","Rutherford Daily Courier","04",281,"10/25/2002","Forest City","NC","28043    ","C00371955","","","advertising","G2002","","ORG","@W02"
2002,607077,"B23M053102A4-4860","C00075820","RP","National Republican Congressional Cmte","DENNIS REHBERG FOR CONGRESS","04",196,"05/06/2002","BILLINGS","MT","59102    ","         ","","15","BLAST FAX - House Candidate","P2004","","COM","@W02"
2002,616211,"D135","N00002521","DL","Ben Jones for Congress","Officemax","01",81,"07/17/2002","Richmond","VA","23230    ","         ","","","Supplies","G2002","","ORG","@W02"
2002,625418,"SB19A.9819","N00009570","DW","Cmte to Elect Artur Davis to Congre","First Commercial","09",2500,"08/19/2002","Birmingham","AL","35233    ","         ","","","Loan payment","G2002","","ORG","@W02"
2002,670693,"SB17.4817","N00007779","RL","Boquist for Congress","US Post Office","01",245,"10/18/2002","Rickreall","OR","97371    ","         ","","","Postage","G2002","","ORG","@W02"
2002,670706,"1021200254E2260","N00004440","DL","Luther for Congress Volunteer Cmte","Federal Express","01",23,"10/18/2002","Memphis","TN","38101    ","C00165449","","","SHIPPING EXPENSE","     ","","","@W02"
2002,687008,"SB23.39958","C00346536","PI","Club for Growth","JOHN SWALLOW FOR CONGRESS INC","  ",250,"10/22/2002","Salt Lake City","UT","84101    ","         ","","","Earmarked from Mark Davis","G2002","","CCM",""
2002,687017,"SB23.39967","C00346536","PI","Club for Growth","JOHN SWALLOW FOR CONGRESS INC","  ",50,"10/22/2002","Salt Lake City","UT","84101    ","         ","","","Earmarked from Oliver Inge","G2002","","CCM",""
2002,687026,"SB23.39976","C00346536","PI","Club for Growth","JOHN SWALLOW FOR CONGRESS INC","  ",20,"10/22/2002","Salt Lake City","UT","84101    ","         ","","","Earmarked from R. Foster","G2002","","CCM",""
2002,695877,"SB23.4709","C00075275","PB","National Assn of Water Companies","VOLUNTEERS FOR SHIMKUS","  ",1000,"10/29/2002","Springfield","IL","62705    ","C00258855","","","Contribution to federal candidate","G2002","","CCM",""
2002,695887,"11282875","C00017525","PB","American Nurses Assn","Mike Ross For Congress Committee","  ",1000,"11/01/2002","Prescott","AR","71857    ","C00345710","","011","Candidate Contribution","G2002","","CAN",""
2002,695896,"D703","C00229203","PB","Chubb Corp","Judd Gregg Committee","  ",1000,"10/22/2002","Concord","NH","03302    ","         ","","","Contribution: Judd Gregg (NH-R)","P2004","","CAN",""
2002,705257,"SB23.54566","C00341396","PI","Moveon.org","MONDALE FOR SENATE","  ",20,"11/02/2002","BLOOMINGTON","MN","55437    ","         ","","","Sunny Fader","G2002","","CCM",""
2002,705269,"SB23.54578","C00341396","PI","Moveon.org","MONDALE FOR SENATE","  ",20,"11/02/2002","BLOOMINGTON","MN","55437    ","         ","","","friderike heuer","G2002","","CCM",""
2002,714390,"10000008337800021","C00337626","PB","Morgan Stanley","MENENDEZ FOR CONGRESS","  ",1000,"10/10/2002","UNION CITY","NJ","07087    ","         ","","24K","YTD:$1000.00 Robert Menendez, U.S. HOUSE","G2002","","CAN",""
2002,714399,"SB23.7170","C00012245","PB","UBS Americas","INVESTMENT MANAGEMENT POLITICAL ACTION CMTE OF THE INVESTMENT COMPANY INSTITUTE (IMPAC)","11",5000,"11/19/2002","WASHINGTON","DC","20005    ","         ","","","Contribution","     ","","PAC","@W02"
2002,722933,"SB23.13091","C00029165","PI","Council for a Livable World","Adams-Earmark (MN) Jacob","11",15,"03/16/2002","Rochester","NY","146114044","         ","","","Ermk:Contrib Ck-Paul Wellstone MN-Sen","     ","","IND","@W02"
2002,722943,"SB23.13237","C00029165","PI","Council for a Livable World","Ainsworth-Earmark (AR) Anne K","11",100,"03/16/2002","Bowie","MD","207153114","         ","","","Ermk:Contrib Ck-Mark Pryor AR-Sen","     ","","IND","@W02"
2002,731734,"D21984","C00027342","PL","Intl Brotherhood of Electrical Workers","Lavalle for State Senate Committee","  ",150,"09/19/2002","Rochester","PA","15074    ","         ","","","Contribution to non-federal candidate fo","O2002","Non-Federal","CAN",""
2002,731748,"D21565","C00027342","PL","Intl Brotherhood of Electrical Workers","Daniel Wilensky Campaign","  ",500,"09/03/2002","Jacksonville","FL","32207    ","         ","","","Contribution to non-federal candidate fo","O2002","Non-Federal","CAN",""
2002,740460,"D1141","C00167759","PB","Viacom Inc","Elton Gallegly for Congress","  ",1000,"10/04/2002","Simi Valley","CA","93094    ","         ","","","Contribution: Elton Gallegly (CA-23-R)","G2002","","CAN",""
2002,740472,"B14176","C00064766","PB","United Parcel Service","Weldon for Congress Committee","  ",500,"10/16/2002","Media","PA","19063    ","C00175869","","24K","G-2002 U.S. House 07 PA","G2002","","CCM",""
2002,740482,"EXP:B:401","C00034132","PB","Fluor Corp","Chabot For Congress","  ",1000,"10/08/2002","Cincinnati","OH","45211    ","C00301838","","011","","G2002","","CCM",""
2002,749293,"6470449","C00193177","PB","Financial Services Roundtable","Sue Kelly For Congress","  ",1000,"06/03/2002","Scarsdale","NY","10583    ","C00294900","","011","","P2002","","CAN",""
2002,749302,"5724220","C00193177","PB","Financial Services Roundtable","Re-Elect Nancy Johnson To Congress Committee","  ",1000,"02/05/2002","New Britain","CT","06050    ","C00145607","","011","Breakfast for Nancy Johnson-ST","G2002","","CAN",""
2002,749314,"SB23.17934","C00300921","PI","Black America's PAC","GREER RONNIE Mr.","11",5000,"02/19/2002","Madison","WI","53711    ","         ","C00336826","","Political Contribution","P2002","","CAN","@W02"
2002,756768,"6533821","C00150367","PB","National Venture Capital Assn","ROYCE CAMPAIGN COMMITTEE","  ",2000,"05/23/2002","FULLERTON","CA","92834    ","C00200865","","011","","G2002","","CAN",""
2002,765757,"SB21B.4176","C00381368","PI","Florida Leadership PAC","Williams Emily","01",500,"09/09/2002","Washington","DC","20003    ","         ","","","Accounting Services","     ","","IND","@W02"
2002,774646,"SB29.5247","C00137273","PB","Manufacturers & Traders Trust Co","Friends of Bill Reilich","  ",165,"09/12/2002","Rochester","NY","14608    ","         ","","","Fund-raiser","G2002","","CCM","@W02"
2002,774658,"SB29.5224","C00137273","PB","Manufacturers & Traders Trust Co","Friends of Supervisor Dennis H. Gabryszak","  ",230,"07/25/2002","Depew","NY","14043    ","         ","","","Fund-raiser","G2002","","CCM","@W02"
2002,774667,"D855","C00281162","PB","Bayer Corp","Jim Gerlach for Congress Committee","  ",1000,"07/31/2002","Downingtown","PA","19335    ","         ","","","Contribution to non-federal candidate fo","G2002","","CAN",""
2002,783388,"SB23.11213","C00252940","PI","League of Conservation Voters","TAMMY BALDWIN FOR CONGRESS","  ",25,"06/12/2002","MADISON","WI","53701    ","         ","","","EMRK Via Flegel^Alice^P","P2002","","CCM",""
2002,783398,"SB21B.7388","C00230342","PI","21st Century Democrats","Merchant Bancard","01",263,"04/04/2002","Louisville","KY","40213    ","         ","","","Bank Fees","     ","","ORG","@W02"
2002,783406,"SB23.22536","C00029165","PI","Council for a Livable World","Stauber-Earmark (OK) Leland G.","11",100,"05/20/2002","Carbondale","IL","62901    ","         ","","","Ermk:Contrib Ck-David Walters OK-Sen","     ","","IND","@W02"
2002,792020,"6874170","C00009936","PL","American Federation of Govt Employees","Katrina Swett For Congress Committee","  ",1000,"08/14/2002","Bow","NH","03304    ","C00376780","","011","Katrina Swett, US HOUSE 2nd NH","P2002","","CAN",""
2002,792032,"SB23.4354","C00334904","PB","Building Our Bases (BOBS) PAC","JONES, WALKER, WAECHTER, POITEVENT, CARRERE & DENEGRE POLITICAL ACTION COMMITTEE","11",1000,"08/27/2002","NEW ORLEANS","LA","70170    ","         ","","","Contribution","O2002","","PAC","@W02"
2002,800862,"SB23.4499","C00155119","PI","Peace PAC","Getaz-Earmark (CA-09) Margaret F.M","11",50,"02/04/2002","Swarthmore","PA","190812211","         ","","","Ermk:Contrib Ck-Barbara Lee CA-09H","     ","","IND","@W02"
2002,800871,"SB23.6382","C00155119","PI","Peace PAC","Gray-Earmark (CA-09) Anna","11",10,"02/18/2002","Santa Cruz","CA","950651541","         ","","","Ermk:Contrib Ck-Barbara Lee CA-09H","     ","","IND","@W02"
2002,800880,"SB23.5950","C00155119","PI","Peace PAC","Harris-Earmark (IN-06) Marion P","11",25,"02/11/2002","North Grafton","MA","015361402","         ","","","Ermk:Contrib Ck-Melinda Fox IN-06H","     ","","IND","@W02"
2002,800888,"SB23.6310","C00155119","PI","Peace PAC","Herman-Earmark (CA-09) Will","11",15,"02/18/2002","Prescott","AZ","863034539","         ","","","Ermk:Contrib Ck-Barbara Lee CA-09H","     ","","IND","@W02"
2002,809646,"SB23.18858","C00346536","PI","Club for Growth","SYDNEY HAY FOR CONGRESS","  ",30,"07/02/2002","MUNDS PARK","AZ","86017    ","         ","","","Earmarked from Helen Cornell Koenig","P2002","","CCM",""
2002,809656,"SB23.18868","C00346536","PI","Club for Growth","SYDNEY HAY FOR CONGRESS","  ",50,"07/02/2002","MUNDS PARK","AZ","86017    ","         ","","","Earmarked from Michael Detmer","P2002","","CCM",""
2002,818465,"SB29.10402","C00002766","PL","United Food & Commercial Workers Union","LARRY ROBERTS CAMPAIGN","  ",200,"04/11/2002","UNIONTOWN","PA","15401    ","         ","","","CONTRIBUTION STATE REP - PA","P2002","","CCM",""
2002,818475,"SB23.8778","C00002766","PL","United Food & Commercial Workers Union","BLUMENAUER FOR CONGRESS","  ",5000,"03/11/2002","PORTLAND","OR","97214    ","         ","","","CONTRIBUTION O(O2) - C.D. # 03","G2002","","CCM",""
2002,827250,"10181838","C00027359","PL","Ironworkers Union","PENNSYLVANIANS FOR CROSSEY","  ",500,"06/20/2002","PITTSBURGH","PA","15228    ","         ","","011","MIKE CROSSEY, STATE HOUSE REP. 42nd PA","G2002","","CAN",""
2002,827262,"D1839","C00062646","PB","General Mills","Heather Wilson for Congress","  ",1000,"06/27/2002","Albuquerque","NM","871914070","         ","","","Contribution: Heather Wilson (NM-1-R)","G2002","","CAN",""
2002,836072,"D1863","C00004325","PL","Seafarers International Union","Comm. for a Democratic Majority","  ",5000,"06/12/2002","Washington","DC","20002    ","         ","","","Nat'l/Non-Related-2002","O2002","Other","ORG",""
2002,836082,"D1901","C00004325","PL","Seafarers International Union","National Democratic Club","  ",588,"06/10/2002","Washington","DC","20003    ","         ","","","Club Charges","O2002","Other","IND",""
2002,844973,"SB23-34187","C00193433","PI","EMILY's List","Jean Carnahan for Missouri","11",25,"05/15/2002","Dobbs Ferry","NY","10522    ","         ","","","Candidate Contrib Earmarked","P2002","","CCM","@W02"
2002,844982,"SB23-34197","C00193433","PI","EMILY's List","Elaine Richardson for Congress","11",100,"05/15/2002","Arlington","VA","22203    ","         ","","","Candidate Contrib Earmarked","P2002","","CAN","@W02"
2002,844995,"SB23-34212","C00193433","PI","EMILY's List","Shaheen For Senate","11",100,"05/15/2002","Gainesville","FL","32606    ","         ","","","Candidate Contrib Earmarked","P2002","","CCM","@W02"
2002,853866,"5978130203085353064","C00025536","PB","TRW Inc","Friends of Barbara Matthews","11",1000,"02/15/2002","Sacramento","CA","95814    ","         ","","","Nonfederal Contribution","     ","","CCM","@W02"
2002,853877,"SB29.34996","C00042002","PB","RJ Reynolds Tobacco","North Carolina Senate Democratic Committee","  ",2000,"05/20/2002","Raleigh","NC","27603    ","         ","","","","G2002","","PTY",""
2002,853891,"SB21B.6478","C00009704","PI","Conservative Victory Fund","PAC Faxes (In House)","  ",-478,"01/23/2002","Washington","DC","20003    ","         ","S4OK00083","","In-Kind Friends of Jim Inhofe","P2002","","CCM",""
2002,862587,"7608836","C00082792","PB","Eli Lilly & Co","HOUSE REPUBLICAN CAMPAIGN COMMITTEE","  ",1000,"02/06/2002","JACKSON","MI","49204    ","         ","","011","","     ","","PTY",""
2002,862596,"7608841","C00082792","PB","Eli Lilly & Co","JUDITH ZAFFIRINI CAMPAIGN","  ",2500,"02/12/2002","LAREDO","TX","78042    ","         ","","011","JUDITH ZAFFIRINI, STATE SENATE TX","P2002","","CAN",""
2002,862606,"SB23.5075","C00008268","PL","Transport Workers Union","Conway For Congress","  ",1000,"02/13/2002","Louisville","KY","40505    ","         ","","","2002 support for USHOR","P2002","","CCM",""
2002,871380,"SB29.4247","C00345496","PB","America Service Group","Joseph DiVincenzo for Essex County Executive","  ",2200,"03/27/2002","Belleville","NJ","07101    ","         ","","","Non-Federal Disbursement","P2002","","CCM",""
2002,871390,"SB29.6073","C00238311","PB","Airborne Inc","CLINTON COUNTY REPUBLICAN CENTRAL COMMITTEE","  ",200,"03/31/2002","WILMINGTON","OH","45177    ","         ","","","LOCAL CONTRIBUTION","G    ","","PTY",""
2002,871402,"SB29.4951","C00041939","PL","IBEW Local 1","ABEL FOR SPEAKER","12",300,"03/08/2002","CRYSTAL CITY","MO","63019    ","         ","","","DONATION","     ","","CCM","@W02"
2002,880249,"D1726","C00012914","PB","American Land Title Assn","Mark Green for Congress","  ",1000,"03/15/2002","Arlington","VA","22202    ","         ","","","Contribution: Mark Green (WI-8-R)","P2002","","CAN",""
2002,880258,"D1736","C00012914","PB","American Land Title Assn","Kind for Congress","  ",1000,"03/22/2002","LaCrosse","WI","54602    ","         ","","","Contribution: Ron Kind (WI-3-D)","P2002","","CAN",""
2002,880268,"SB23.9285","C00346536","PI","Club for Growth","CHRIS CHOCOLA FOR CONGRESS INC","  ",1000,"03/14/2002","BRISTOL","IN","46507    ","         ","","","Earmarked from Lovett Peters","P2002","","CCM",""
2002,888966,"Disb00014898WJ","C00292946","PI","Americans for a Republican Majority","The Richard Norman Company","99",2735,"10/21/2002","Reston","VA","20190    ","         ","","","direct mail expenses","     ","","ORG","@W02"
2002,888975,"Disb00014942WJ","C00292946","PI","Americans for a Republican Majority","Martha Wong for State Representative","  ",1000,"10/22/2002","Houston","TX","77007    ","         ","","","Martha Wong, State Representative TX-134","2002 ","","COM",""
2002,897737,"SB23.5598","C00023580","PL","National Assn of Letter Carriers","Jerry Lewis for Congress","  ",1000,"10/29/2002","Chantilly","VA","20151    ","         ","","","","G2002","","CCM",""
2002,897747,"SB23.6287","C00113241","PB","National Apartment Assn","FRIENDS OF CONNIE MORELLA FOR CONGRESS","  ",2000,"06/27/2002","Bethesda","MD","20814    ","         ","","","","P2002","","CCM",""
2002,906172,"SB23.49150","C00029165","PI","Council for a Livable World","RON KIRK FOR US SENATE","  ",100,"10/25/2002","DALLAS","TX","75206    ","         ","","","Ermk:Contrib Ck-Zitrin, Charlotte","     ","","CCM",""
2002,906187,"SB23.46955","C00029165","PI","Council for a Livable World","SHAHEEN FOR SENATE","  ",100,"10/25/2002","MANCHESTER","NH","03101    ","         ","","","Ermk:Contrib Ck-Havener, Phyllis","     ","","CCM",""
